date,equity,ret_m,regime,n_picks,picks
2003-03-31,1.1824021412590509,0.1835857269860368,active,3,"CBE,CCU,BOL"
2003-04-30,1.1098314814305095,-0.06137561604148171,active,3,"CBE,CCU,BOL"
2003-05-30,1.0051177578999224,-0.09435101209745567,active,3,"CBE,CCU,BOL"
2003-06-30,1.3690450902325932,0.362074323602694,active,3,"CBE,CCU,BOL"
2003-07-31,1.1272101343455203,-0.17664498971760415,active,3,"CBE,CCU,BOL"
2003-08-29,1.1885529314610535,0.054420019166302014,active,3,"CBE,CCU,BOL"
2003-09-30,1.3701546563867504,0.15394623686077039,active,3,"CCU,TUP,WMB"
2003-10-31,1.3389667343704112,-0.02276233698944985,active,3,"CCU,TUP,WMB"
2003-11-28,1.4418872019193494,0.07686558964239827,active,3,"CCU,TUP,WMB"
2003-12-31,1.4712835385073901,0.02038740377812509,active,3,"CCU,TUP,WMB"
2004-01-30,1.538299732377279,0.04554947575766155,active,3,"CCU,TUP,WMB"
2004-02-27,1.4837946944810192,-0.03543200115625581,active,3,"CCU,TUP,WMB"
2004-03-31,1.4913867400037049,0.006122764271971299,active,3,"CMCSA,ASH,XEL"
2004-04-30,1.4743181334052498,-0.011444789027970487,active,3,"CMCSA,ASH,XEL"
2004-05-31,1.5168032135031737,0.028816765618825953,active,3,"CMCSA,ASH,XEL"
2004-06-30,1.5108382156236153,-0.003932611578387757,active,3,"CMCSA,ASH,XEL"
2004-07-30,1.5358417356265437,0.01654943576642846,active,3,"CMCSA,ASH,XEL"
2004-08-31,1.579886178420169,0.02867772230167801,active,3,"CMCSA,ASH,XEL"
2004-09-30,1.7491262565359968,0.10822992034811177,active,3,"WMB,AAPL,GT"
2004-10-29,2.2529313264132,0.2880324207555767,active,3,"WMB,AAPL,GT"
2004-11-30,2.329912277828411,0.03416924009741977,active,3,"WMB,AAPL,GT"
2004-12-31,2.5467697323836016,0.09307537310259247,active,3,"WMB,AAPL,GT"
2005-01-31,2.7364238138427717,0.07446848415371528,active,3,"WMB,AAPL,GT"
2005-02-28,2.602992533843538,-0.048761189448887146,active,3,"WMB,AAPL,GT"
2005-03-31,2.5060153798876255,-0.036292316948227946,active,3,"CSX,BLL,WEN"
2005-04-29,2.6140562673077135,0.04311261945444748,active,3,"CSX,BLL,WEN"
2005-05-31,2.6285860233248357,0.005558318005177032,active,3,"CSX,BLL,WEN"
2005-06-30,2.8004449152059334,0.06538073715530064,active,3,"CSX,BLL,WEN"
2005-07-29,2.723727415641917,-0.027394754007641242,active,3,"CSX,BLL,WEN"
2005-08-31,2.781639626778456,0.021262117054723733,active,3,"CSX,BLL,WEN"
2005-09-30,2.6741770728329235,-0.03767048003271718,active,3,"CCU,CSX,CVG"
2005-10-31,2.748842587749266,0.027920931517539417,active,3,"CCU,CSX,CVG"
2005-11-30,2.79425494027823,0.016520535854381957,active,3,"CCU,CSX,CVG"
2005-12-30,2.8485198912030123,0.019420186090600183,active,3,"CCU,CSX,CVG"
2006-01-31,2.9851638465987587,0.04797016015852281,active,3,"CCU,CSX,CVG"
2006-02-28,2.9958283546258295,0.0035725034119054016,active,3,"CCU,CSX,CVG"
2006-03-31,3.2072192398168546,0.07163338130809382,active,3,"NVDA,KMG,ADM"
2006-04-28,3.063908393516526,-0.044683832187447224,active,3,"NVDA,KMG,ADM"
