date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,0.0,1.0,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-10-31,0.12285642874101617,1.122856428741016,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-11-28,0.13080751301854432,1.269734485661513,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-12-31,0.04037264661339016,1.32099702734396,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-01-30,-0.09460212797778299,1.1960278975048957,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-02-27,0.053111700875161594,1.2595509734355241,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-03-31,0.020239104974281455,1.285043157807344,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-04-30,-0.02875559985403301,1.248090970966273,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-05-31,-0.029254288207914272,1.21157895799193,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-06-30,0.06655955786878288,1.2922211177589937,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-07-30,-0.029688662773468107,1.253856800765093,normal,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-08-31,0.028847629796449305,1.2900275975713247,normal,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-09-30,0.05397524731733225,1.359657156196421,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-10-29,0.16776969957127844,1.5877664288114335,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-11-30,0.2015520751804168,1.9077840474401773,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-12-31,0.029484832043435924,1.9640347396540974,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-01-31,0.03989595243311865,2.0423917762043295,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-02-28,0.1864725345741106,2.4232417473064705,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-03-31,-0.013853304932202354,2.389671840456591,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-04-29,-0.054811846587235126,2.2586895141436485,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-05-31,0.08709449706649011,2.455408941407345,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-06-30,0.005425158699806205,2.468729924587403,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-07-29,0.09071267133939862,2.692675010862238,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-08-31,-0.007999982498397975,2.671133657901467,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
