date,equity,ret_m,regime,n_picks,picks,weights,rebalance,crash_forced
2003-09-30,1.0266253031433143,0.02765295609941398,bull,3,"CSX,SRE,NI","0.333,0.333,0.333",1,0
2003-10-31,1.057050295243232,0.029635926571030938,hold,3,"CSX,SRE,NI","0.333,0.333,0.333",0,0
2003-11-28,1.123459140925002,0.0628246791856665,hold,3,"CSX,SRE,NI","0.333,0.333,0.333",0,0
2003-12-31,1.0790454135037792,-0.03953301531255933,hold,3,"CSX,SRE,NI","0.333,0.333,0.333",0,0
2004-01-30,1.0984855158104858,0.01801601866188607,hold,3,"CSX,SRE,NI","0.333,0.333,0.333",0,0
2004-02-27,1.080295858172099,-0.016558850687226546,hold,3,"CSX,SRE,NI","0.333,0.333,0.333",0,0
2004-03-31,0.9884734240684762,-0.08408156944187506,bull,3,"AAPL,MO,NVDA","0.333,0.333,0.333",1,0
2004-04-30,1.0205748508504269,0.0324757611082996,hold,3,"AAPL,MO,NVDA","0.333,0.333,0.333",0,0
2004-05-31,1.051457160900369,0.030259720807550974,hold,3,"AAPL,MO,NVDA","0.333,0.333,0.333",0,0
2004-06-30,0.9456813144606324,-0.10059929246110222,hold,3,"AAPL,MO,NVDA","0.333,0.333,0.333",0,0
2004-07-30,0.9150669912582704,-0.032372769488231784,hold,3,"AAPL,MO,NVDA","0.333,0.333,0.333",0,0
2004-08-31,0.9956170275758419,0.08802638176994074,hold,3,"AAPL,MO,NVDA","0.333,0.333,0.333",0,0
2004-09-30,1.124860190587124,0.13094306904882186,normal,3,"AAPL,NI,NEE","0.333,0.333,0.333",1,0
2004-10-29,1.2470014603126838,0.10858351175340981,hold,3,"AAPL,NI,NEE","0.333,0.333,0.333",0,0
2004-11-30,1.275581984641786,0.02291939924588023,hold,3,"AAPL,NI,NEE","0.333,0.333,0.333",0,0
2004-12-31,1.3754542806237893,0.07829547389699927,hold,3,"AAPL,NI,NEE","0.333,0.333,0.333",0,0
2005-01-31,1.462894647146996,0.06357199054522629,hold,3,"AAPL,NI,NEE","0.333,0.333,0.333",0,0
2005-02-28,1.4416802825295898,-0.01450163527413232,hold,3,"AAPL,NI,NEE","0.333,0.333,0.333",0,0
2005-03-31,1.4252663090750333,-0.0103957032874048,normal,3,"CSX,WEN,NI","0.333,0.333,0.333",1,0
2005-04-29,1.5229303319758611,0.06852335053384487,hold,3,"CSX,WEN,NI","0.333,0.333,0.333",0,0
2005-05-31,1.5661610053202264,0.028386507535297145,hold,3,"CSX,WEN,NI","0.333,0.333,0.333",0,0
2005-06-30,1.6352285460421236,0.04409989808664364,hold,3,"CSX,WEN,NI","0.333,0.333,0.333",0,0
2005-07-29,1.5876050295390627,-0.029123462049588118,hold,3,"CSX,WEN,NI","0.333,0.333,0.333",0,0
2005-08-31,1.6346356801376547,0.029623646765749134,hold,3,"CSX,WEN,NI","0.333,0.333,0.333",0,0
2005-09-30,1.6218528355799406,-0.00682682287033065,recovery,3,"CSX,NI,CL","0.333,0.333,0.333",1,0
2005-10-31,1.6242641271496643,0.001486751150798141,hold,3,"CSX,NI,CL","0.333,0.333,0.333",0,0
2005-11-30,1.6344020101813017,0.0062415236919797605,hold,3,"CSX,NI,CL","0.333,0.333,0.333",0,0
2005-12-30,1.664660735356369,0.018513636783713018,hold,3,"CSX,NI,CL","0.333,0.333,0.333",0,0
2006-01-31,1.6810629099694698,0.009853163629518455,hold,3,"CSX,NI,CL","0.333,0.333,0.333",0,0
2006-02-28,1.7442729332707982,0.037601224157920554,hold,3,"CSX,NI,CL","0.333,0.333,0.333",0,0
2006-03-31,1.7544226143312611,0.006825686293980467,recovery,3,"NVDA,PEG,EXC","0.333,0.333,0.333",1,0
2006-04-28,1.6718731899366468,-0.04705218897675915,hold,3,"NVDA,PEG,EXC","0.333,0.333,0.333",0,0
2006-05-31,1.6589422753073442,-0.00773438721736582,hold,3,"NVDA,PEG,EXC","0.333,0.333,0.333",0,0
2006-06-30,1.7023882104152226,0.02618893722497321,hold,3,"NVDA,PEG,EXC","0.333,0.333,0.333",0,0
2006-07-31,1.9371542797200898,0.13790395625895843,hold,3,"NVDA,PEG,EXC","0.333,0.333,0.333",0,0
2006-08-31,1.8664031049712997,-0.036523252427273535,hold,3,"NVDA,PEG,EXC","0.333,0.333,0.333",0,0
2006-09-29,2.0247454660239974,0.08592416764835258,recovery,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",1,0
2006-10-31,2.170317624028309,0.07189652252446921,hold,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",0,0
2006-11-30,2.163419318137448,-0.0031784775714334117,hold,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",0,0
2006-12-29,2.100105594373997,-0.02926558121795815,hold,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",0,0
2007-01-31,2.0440156991915464,-0.026708130930516306,hold,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",0,0
2007-02-28,2.050402121026548,0.003124448524308005,hold,3,"NVDA,HPQ,WMB","0.333,0.333,0.333",0,0
2007-03-30,2.1726788917465885,0.06069620353456576,recovery,3,"NVDA,T,SCHW","0.333,0.333,0.333",1,0
2007-04-30,2.3893096004384367,0.09970673048593084,hold,3,"NVDA,T,SCHW","0.333,0.333,0.333",0,0
2007-05-31,2.4766315122467857,0.036546922086750595,hold,3,"NVDA,T,SCHW","0.333,0.333,0.333",0,0
2007-06-29,2.5540494443164703,0.031259366476949824,hold,3,"NVDA,T,SCHW","0.333,0.333,0.333",0,0
2007-07-31,2.655993036809788,0.039914494498206866,hold,3,"NVDA,T,SCHW","0.333,0.333,0.333",0,0
2007-08-31,2.846035644127077,0.07155237407759021,hold,3,"NVDA,T,SCHW","0.333,0.333,0.333",0,0
2007-09-28,2.7122461936249986,-0.046055111648997296,recovery,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",1,0
2007-10-31,2.6055818291680257,-0.039326947792454235,hold,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",0,0
2007-11-30,2.6866564569145184,0.031115748060148312,hold,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",0,0
2007-12-31,2.2849584970801056,-0.14951593784928555,hold,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",0,0
2008-01-31,2.0718732486159226,-0.09325563187973851,hold,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",0,0
2008-02-29,2.164717165673186,0.0448115815575523,hold,3,"NVDA,AMZN,JCI","0.333,0.333,0.333",0,0
2008-03-31,2.375669577399814,0.09854888330656897,normal,3,"MBI,MTG,SLM","0.333,0.333,0.333",1,0
2008-04-30,2.2308245714445647,-0.06097018176819988,hold,3,"MBI,MTG,SLM","0.333,0.333,0.333",0,0
2008-05-30,1.4817265340956336,-0.3357942381205953,hold,3,"MBI,MTG,SLM","0.333,0.333,0.333",0,0
2008-06-30,1.6217656706278243,0.09451078408180287,hold,3,"MBI,MTG,SLM","0.333,0.333,0.333",0,0
2008-07-31,2.712255387372694,0.6724089284259637,hold,3,"MBI,MTG,SLM","0.333,0.333,0.333",0,0
2008-08-29,2.094763196789531,-0.2276674215333811,hold,3,"MBI,MTG,SLM","0.333,0.333,0.333",0,0
2008-09-30,2.094763196789531,0.0,cash,0,,,1,0
2008-10-31,2.094763196789531,0.0,cash,0,,,1,0
2008-11-28,2.094763196789531,0.0,cash,0,,,1,0
2008-12-31,1.8824429132400118,-0.1004581122255519,normal,3,"MBI,GNW,THC","0.333,0.333,0.333",1,0
2009-01-30,1.4236159744221086,-0.24374016103796856,hold,3,"MBI,GNW,THC","0.333,0.333,0.333",0,0
2009-02-27,2.0342644734620157,0.42894187056856325,hold,3,"MBI,GNW,THC","0.333,0.333,0.333",0,0
2009-03-31,2.857810403778924,0.40483719843730814,hold,3,"MBI,GNW,THC","0.333,0.333,0.333",0,0
2009-04-30,5.225453323205668,0.8284814542966099,hold,3,"MBI,GNW,THC","0.333,0.333,0.333",0,0
2009-05-29,4.579100467160216,-0.12369316422272301,hold,3,"MBI,GNW,THC","0.333,0.333,0.333",0,0
2009-06-30,6.791100083545639,0.4845487733408401,normal,3,"MTW,F,TGNA","0.333,0.333,0.333",1,0
2009-07-31,7.38395678647933,0.08729906725570753,hold,3,"MTW,F,TGNA","0.333,0.333,0.333",0,0
2009-08-31,9.427143371417046,0.2767061947977497,hold,3,"MTW,F,TGNA","0.333,0.333,0.333",0,0
2009-09-30,8.550416790754714,-0.09300023836707022,hold,3,"MTW,F,TGNA","0.333,0.333,0.333",0,0
2009-10-30,9.558268684447372,0.11787166852292108,hold,3,"MTW,F,TGNA","0.333,0.333,0.333",0,0
2009-11-30,11.618898886557362,0.21558613490986303,hold,3,"MTW,F,TGNA","0.333,0.333,0.333",0,0
2009-12-31,13.629131048633084,0.17418818733673017,recovery,3,"FITB,HBAN,SLM","0.333,0.333,0.333",1,0
2010-01-29,13.844539919493055,0.015805033357689863,hold,3,"FITB,HBAN,SLM","0.333,0.333,0.333",0,0
2010-02-26,15.477831158044053,0.11797367395729275,hold,3,"FITB,HBAN,SLM","0.333,0.333,0.333",0,0
2010-03-31,17.191255889215594,0.11070186214565665,hold,3,"FITB,HBAN,SLM","0.333,0.333,0.333",0,0
2010-04-30,15.416175871555778,-0.1032548191417102,hold,3,"FITB,HBAN,SLM","0.333,0.333,0.333",0,0
2010-05-31,14.296540354930215,-0.07262731860054808,hold,3,"FITB,HBAN,SLM","0.333,0.333,0.333",0,0
2010-06-30,14.706000971783887,0.029670208876853635,normal,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",1,0
2010-07-30,13.773144687406836,-0.06343371567613143,hold,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",0,0
2010-08-31,15.665116699374614,0.1373667419393089,hold,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",0,0
2010-09-30,16.241083094139267,0.036767449985715496,hold,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",0,0
2010-10-29,17.221692086331178,0.060378300296103506,hold,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",0,0
2010-11-30,19.604214211620505,0.13834425289605146,hold,3,"NVDA,HBAN,NDAQ","0.333,0.333,0.333",0,0
